Date,Label,Speaker,Political Party,Subject,Photo
2011-01-31,False, Libertarian Party of Georgia,Libertarian,Immigration,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/silhouettes_1.jpg
2011-02-15,False,John Boehner,Republican,Federal Budget;Workers,https://s3.amazonaws.com/static.politifact.com/mugs/mug-johnboehner.jpg
2011-02-15,False,Barack Obama,Democrat,Deficit;Federal Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/NYT_OBAMA_1.jpg
2011-02-11,False,Scott Walker,Republican,Labor;State Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Scott_Walker_1_1.jpg
2011-02-04,False,Glenn Beck,None,Foreign Policy;Israel;Pundits;Terrorism,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Glenn.png
2011-02-03,True,Milele Coggs,None,Elections,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Milele_Coggs.jpg
2011-02-11,Half True,Herman Cain,Republican,Corporations;Taxes,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Herman_Cain.jpg
2011-02-08,True,Rick Perry,Republican,Jobs,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Rick_Perry_1.jpg
2011-02-07,True,Matt Lundy,Democrat,Government Efficiency;Jobs,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/state-rep-matt-lundy.JPG
2011-02-10,Pants on Fire,Donald Trump,Republican,Candidate Biography;Education;Obama Birth Certificate,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/NYT_TRUMP_CAMPAIGN_5.jpg
2011-02-13,Mostly True, Doonesbury,None,Guns;Pundits,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Doonesbury.jpg
2011-02-09,True,Cenk Uygur,Democrat,Health Care;Pundits,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Cenk.jpg
2011-02-03,False,Rick Scott,Republican,Health Care;Taxes,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/rlscott.JPG
2011-02-03,Mostly False,Jim Webb,Democrat,Energy,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Jim_Webb.jpg
2011-02-11,Mostly False,Chris Abele,None,County Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Abele_Chris_PFACT_2.jpg
2011-02-09,Half True, Get EQUAL Texas,None,Children;Civil Rights;Families;Gays and Lesbians;Marriage,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/getequalTXnew02112011.jpg
2011-02-02,Mostly False,Dan  Lucas,Republican,Education;State Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Dan-Lucas-sidebar.jpg
2011-01-28,Pants on Fire,Scott Suder,Republican,Environment;Jobs,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Scott_Suder.jpg
2011-02-08,False,Mark Daniels,None,Environment;Taxes,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/mark_daniels.jpg
2011-01-20,Half True,Janet Mitchell,None,Education,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/aisdlogo02022011.jpeg
2011-01-20,False, Ocean State Policy Research Institute,Organization,Economy;State Budget;States;Taxes,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/OSPRI.jpg
2002-05-01,Mostly False,Dick Greco,None,City Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/greco.jpg
2011-02-01,Mostly True,Peter DeFazio,Democrat,Health Care,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Peter_DeFazio.jpg
2011-02-03,Mostly True,John Oliver,None,Religion,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/John-Oliver-of-Last-Week-Tonight-with-John-Oliver_event_main.jpg
2011-02-11,True,Mitt Romney,Republican,Economy;Workers,https://s3.amazonaws.com/static.politifact.com/mugs/mug-mittromney.jpg
2011-02-11,False,Mitt Romney,Republican,Economy;Workers,https://s3.amazonaws.com/static.politifact.com/mugs/mug-mittromney.jpg
2011-02-08,Mostly False,Joe Biden,Democrat,Census;Transportation,https://s3.amazonaws.com/static.politifact.com/mugs/mug-joebiden.jpg
2011-02-03,Mostly False,Dwight Jones,Democrat,Economy,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Mayor_Jones.jpg
2011-02-07,True,Jeff Stone,Republican,Candidate Biography;County Budget;State Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Jeff_Stone.jpg
2011-02-09,True,Jay Hottinger,Republican,Taxes,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/politifact-jay-hottinger.jpg
2011-02-09,True,Michelle Obama,Democrat,Military,https://s3.amazonaws.com/static.politifact.com/mugs/mug-michelleobama.jpg
2011-02-07,Mostly True,Barack Obama,Democrat,Corporations;Jobs,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/NYT_OBAMA_1.jpg
2011-02-07,Mostly False,Rick Scott,Republican,State Budget;Taxes,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/rlscott.JPG
2011-01-31,False,Jim Sullivan,Democrat,County Budget;Health Care,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Senator_Jim_Sullivan.jpg
2011-01-13,Mostly True,Tom DeLay,Republican,Bipartisanship;Criminal Justice;Environment,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/MTE1ODA0OTcxMzkxMjIzMzA5.jpg
2011-02-05,False, National Organization for Marriage,Organization,Families;Gays and Lesbians;Marriage;Religion,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/National_Organization_for_Marriage.jpg
2010-12-15,False,Rachel Maddow,None,Civil Rights;Elections;Pundits,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/maddow.JPG
2011-02-07,Pants on Fire, Chain email,None,Foreign Policy;Trade,https://s3.amazonaws.com/static.politifact.com/mugs/mug-emailer.jpg
2011-01-27,False,Pete Gallego,Democrat,Immigration,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/gallego.jpg
2011-01-31,False,Chris Abele,None,Jobs;Small Business;Taxes,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Abele_Chris_PFACT_2.jpg
2011-01-04,False,Jim Renacci,Republican,Economy;Federal Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/politifact-renacci_2.jpg
2011-01-24,True,Johnny Isakson,Republican,Federal Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/JohnnyIsakson.jpg
2011-02-06,Half True,Bill O'Reilly,None,Corrections and Updates;Health Care;Polls and Public Opinion;Pundits,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/OReilly_Main_1920x1080.jpg
2011-02-06,True,Bill O'Reilly,None,Bush Administration;Pundits,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/OReilly_Main_1920x1080.jpg
2011-02-06,False,Barack Obama,Democrat,Health Care;Supreme Court,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/NYT_OBAMA_1.jpg
2011-02-07,False,Rick Scott,Republican,Education;State Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/rlscott.JPG
2011-02-01,Half True,Bill Posey,Republican,Health Care,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/SP_303493_HO_posey.JPG
2011-02-01,True,Scott Walker,Republican,Health Care;State Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Scott_Walker_1_1.jpg
2011-02-06,True, Americans Against Food Taxes,None,Taxes,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Americans_Against_Food_Taxes.jpg
2011-02-06,Mostly True,Barack Obama,Democrat,Taxes,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/NYT_OBAMA_1.jpg
2011-02-06,False,Barack Obama,Democrat,Taxes,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/NYT_OBAMA_1.jpg
2011-02-02,Mostly True,Joe Morrissey,Independent,Military,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/morrisseytr.JPG
2011-01-21,Pants on Fire,Lee Holloway,None,Candidate Biography;Housing,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Lee_Holloway.jpg
2011-01-14,Mostly False,John Kasich,Republican,Environment;Government Efficiency,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/John_Kasich_2.jpg
2010-12-23,True,Dave Hunt,Democrat,Education;State Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/hunt_david.jpg
2011-01-20,Pants on Fire,Ron Paul,Republican,Iraq;Religion,https://s3.amazonaws.com/static.politifact.com/mugs/mug-ronpaul.jpg
2011-01-19,True,Vance Smith,Republican,Transportation,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Vance_Smith.jpg
2011-01-26,False,Rebecca Kleefisch,Republican,Education,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Kleefisch_Rebecca.jpg
2011-02-03,Half True,Michael Sullivan,Republican,Environment,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/michaelquinnsullivan.jpg
2011-01-06,Pants on Fire,Terry Gorman,Newsmaker,Census;Crime;Education;Health Care;Immigration;State Budget;Taxes,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/terry_gorman.JPG
2011-02-24,True,Ron Wyden,Democrat,Taxes,https://s3.amazonaws.com/static.politifact.com/mugs/Wyden__.jpg
2011-01-04,Pants on Fire,William G. Batchelder,Republican,Crime;Criminal Justice;State Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/politifact-bill-batchelder.jpg
2011-01-25,Half True,Leticia Van de Putte,Democrat,Elections,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/vandeputtepicgood.jpg
2011-01-31,Half True,Glenn Beck,None,Foreign Policy;History;Pundits;Religion;Terrorism,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Glenn.png
2011-02-04,True,Rand Paul,Republican,Economy;Foreign Policy;Israel,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Rand_Paul.jpg
2011-01-31,Pants on Fire, Democratic Congressional Campaign Committee,Democrat,Education;Federal Budget;State Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/politifact-mugs-mugs_mug-dnc_.jpg
2011-01-30,True,Ross Douthat,None,Foreign Policy;Pundits,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Douthat.jpg
2011-01-19,Mostly True,Adam Putnam,Republican,Agriculture;State Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Putnam.JPG
2011-01-27,Mostly False,Jamie Radtke,Republican,Agriculture;Energy;Hunger,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/JAMIE_RADTKE.jpg
2011-01-31,Half True,Jim Sullivan,Democrat,County Budget;Recreation,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Senator_Jim_Sullivan.jpg
2011-01-17,Mostly True,Lorraine Fende,Democrat,Abortion,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/politifact-ohio-lorraine-m-fende_1.jpg
2011-02-02,Mostly True,General Beauregard Lee,None,Weather,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/General_Beauregard_Lee.jpg
2011-01-18,False,Harry Reid,Democrat,Energy;Environment,https://s3.amazonaws.com/static.politifact.com/mugs/mug-harryreid.jpg
2011-02-02,False,Steve Moore,None,Economy;History;Income;Pundits;Taxes,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Moore.jpg
2011-01-21,Mostly True,Rachel Maddow,None,Economy;History;Income;Pundits;Taxes,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/maddow.JPG
2011-01-19,Mostly True,Ron Saunders,Democrat,Crime;Health Care,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/ORG.SESS111610HACKLEY22.JPG
2011-01-23,False,Blake Farenthold,Republican,Health Care;Workers,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Farenthold_1.jpg
2011-01-25,False,David Rivera,Republican,Foreign Policy,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/OT_321983_KEEL_FLGOV_9.JPG
2011-01-25,Mostly False,Bill  Janis,Republican,Military;Nuclear,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/janis1.JPG
2011-01-27,False,Scott Walker,Republican,Jobs;Legal Issues;Small Business,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Scott_Walker_1_1.jpg
2011-01-10,Mostly False,Jim Renacci,Republican,Health Care;Medicare,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/politifact-renacci_2.jpg
2011-01-25,Mostly True,John  Kitzhaber,Democrat,Education;State Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/kitzhaber41.jpg
2011-01-07,Mostly True,Mike Villarreal,Democrat,State Budget;Taxes,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/villarreal_photo_new.jpg
2011-01-19,True,Chris Cummiskey,None,Tourism,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Chris_Cummiskey.jpg
2011-01-16,False,Jason Brodeur,Republican,Guns;Health Care;Privacy,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/brodeur.JPG
2011-01-25,True,Mark Warner,Democrat,Deficit;Federal Budget;Taxes,https://s3.amazonaws.com/static.politifact.com/mugs/mug-markwarner.jpg
2011-01-28,Pants on Fire, One Wisconsin Now,Organization,Health Care;Small Business;Taxes,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/mugs_mug-independentgroup___________________1.jpg
2011-01-22,True,Rick Perry,Republican,Abortion,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Rick_Perry_1.jpg
2011-01-20,True,Rob Portman,Republican,Economy;Trade,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Rob-Portman-official-portrait.jpg
2011-01-25,Half True,Paul Broun,Republican,Immigration,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/broun1111.jpg
2011-01-30,False,Sameh Shoukry,None,Foreign Policy;This Week - ABC News,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/EgyptAmb.jpg
2011-01-25,Mostly False,Barack Obama,Democrat,Health Care;Technology;Veterans,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/NYT_OBAMA_1.jpg
2011-01-25,False,Paul Broun,Republican,Education;Federal Budget;Regulation;Science;Technology,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/broun1111.jpg
2011-01-19,Mostly True,Wendy Davis,Democrat,Education,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/davis.jpg
2011-01-21,Mostly False,Jeff Stone,Republican,Jobs;Labor,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Jeff_Stone.jpg
2011-01-26,Mostly False,Hank Johnson,Democrat,Economy,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/hankjohnson.jpg
2011-01-20,Mostly False, Oregon Senate Republicans (The Leadership Fund) ,Republican,Labor;Workers,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/mugs-Logo_NRC_Elephant.jpg
2011-01-21,False,Lee Holloway,None,Transportation,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Lee_Holloway.jpg
2011-01-11,Half True,Peter Kilmartin,Democrat,Crime;Immigration,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/peter_f._kilmartin_.JPG
2011-01-18,Half True,David Dewhurst,Republican,Economy;Immigration,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Dewhurstmug.jpg
2011-01-19,Mostly True,Suzanne Devlin,None,Guns,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/politifact-mugs-Anonymous_people__3.jpg
2010-12-09,Half True,Ed Turanchik,None,Government Efficiency;Public Service;Retirement,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/turanchikheadshotSMALL.jpg
2011-01-27,Mostly True,Rand Paul,Republican,Federal Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Rand_Paul.jpg
2011-01-17,True,Ken Cuccinelli,Republican,Climate Change;Environment;Transportation,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Cuccinelli.JPG
2010-11-23,False,Marcy Kaptur,Democrat,Economy;Financial Regulation,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/politifact-marcy-kaptur_1.JPG
2011-01-14,True,Greg Abbott,Republican,Crime;Immigration;Public Safety,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/abbottmugnew16pft.jpg
2011-01-10,Mostly False, Americans For Tax Reform,None,Taxes,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/politifact-group-icon.jpg
2011-01-23,True,Kent Conrad,Democrat,Federal Budget;This Week - ABC News,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Conrad_mug.jpg
2011-01-23,Mostly True,Kent Conrad,Democrat,Federal Budget;Medicare;Military;Social Security;This Week - ABC News,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Conrad_mug.jpg
2011-01-26,Half True,Dennis Jones,Republican,Environment,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/dennisjones.JPG
2011-01-25,Half True,Paul Ryan,Republican,Federal Budget;Stimulus,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/AP_WX201_HOUSE_2016_PRIMARI.jpg
2011-01-25,Mostly False,Paul Ryan,Republican,Federal Budget;Health Care,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/AP_WX201_HOUSE_2016_PRIMARI.jpg
2011-01-25,Half True,Michele Bachmann,Republican,Economy;Federal Budget;History,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Bachmann_mug_1.jpg
2011-01-19,Mostly True,Jeff  Atwater,Republican,Consumer Safety;Crime,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/newatwater.jpeg
2011-01-25,False,Chris Abele,None,Candidate Biography;County Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Abele_Chris_PFACT_2.jpg
2011-01-25,Mostly False,Michele Bachmann,Republican,Energy;Regulation,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Bachmann_mug_1.jpg
2011-01-25,Mostly True,Barack Obama,Democrat,Environment;Government Efficiency;Water,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/NYT_OBAMA_1.jpg
2011-01-25,Half True,Michele Bachmann,Republican,Federal Budget;Government Efficiency;Health Care;Taxes,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Bachmann_mug_1.jpg
